Year,ID,Location,Station,Month,Inches of Precipitation
2002,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.15
2002,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0.23
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.4
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,3.73
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,5.46
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,1.64
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,1.22
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,2.41
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,1.39
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.24
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.03
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.87
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.2
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,1.61
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,2.53
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.17
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.7
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.47
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.54
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.06
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.37
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.31
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0.08
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.06
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,1.76
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.38
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,1.91
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.46
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,1
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.42
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.49
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,1.24
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.69
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.88
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,7.86
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,9.87
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,4.12
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,2.37
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,5.58
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,1.99
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.52
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.05
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.17
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.78
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.02
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.53
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.1
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.13
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.25
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.03
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.16
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.07
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0.01
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.3
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,2.18
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,4.11
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,1.65
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.92
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,2.07
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,1.17
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.19
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.17
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.25
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,0.6
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.13
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.19
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.2
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.21
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.15
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0.02
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.02
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.5
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.29
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.49
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.02
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.21
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.35
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.04
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.06
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.02
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.12
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.94
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,2.53
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.25
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.28
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.72
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.26
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.02
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.47
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.26
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.57
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,4.4
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,4.72
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.74
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.85
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,2.86
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.78
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.28
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.27
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0.14
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.14
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.83
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.8
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.59
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.24
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.44
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.87
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.2
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.1
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.12
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.82
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.33
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,6.27
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,7.29
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,4.34
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.03
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.04
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.78
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.11
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.4
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.21
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.41
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.28
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.18
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.35
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.15
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.18
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.6
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.97
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.79
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.05
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.61
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.96
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.34
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.6
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.46
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.63
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.85
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,6.46
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,8.01
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,3.18
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,1.93
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,4.49
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,1.96
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.43
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.22
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.58
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,4.41
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,6.45
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,2.18
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,1.69
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,4.6
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,1.51
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.29
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.02
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.45
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,1.28
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.61
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.33
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.69
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.54
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0.17
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,1.95
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,3.33
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,1.63
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0.3
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,1.17
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.72
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.17
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.36
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.43
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,0.86
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.33
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.17
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.36
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0.31
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.02
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.23
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0.25
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,OCT,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,NOV,0.41
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,DEC,1.3
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JAN,0.06
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,FEB,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAR,0.11
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,APR,0.24
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,MAY,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUN,0.04
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,JUL,0.27
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,AUG,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,SEP,0
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,OCT,0.14
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,NOV,0.62
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,DEC,0.32
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,JAN,0
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,FEB,0
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,MAR,0.15
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,APR,0.1
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,MAY,0
